bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34
pg14740-6,0.0171,0.1437,0.0860,0.0840,0.0218,0.0247,0.0308,0.0642,0.0435,0.0005,0.0051,0.0119,0.0056,0.1125,-0.0384,0.0345,0.3600,0.2000,0.4400,0.7434,-0.0167,0.5686,0.0034,-0.0044,0.0000,-0.0074,-0.0054,0.0135,-0.0113,-0.0045,0.0134,0.0028,0.2808,0.2368,0.0000
pg36366-5,0.0279,0.2811,0.1300,0.0734,0.0351,0.0207,0.0350,0.0761,0.0406,0.0029,0.0058,0.0125,0.0054,0.1323,-0.0257,0.0399,0.3448,0.1724,0.4828,0.6634,-0.0775,-0.2431,-0.0089,-0.0078,-0.0094,0.0107,0.0069,0.0041,0.0018,-0.0088,0.0096,0.0019,0.3720,0.2105,0.0000
pg38470-5,0.0110,0.1291,0.2192,0.0777,0.0222,0.0270,0.0314,0.0531,0.0468,0.0021,0.0034,0.0089,0.0050,0.0989,-0.0456,0.0239,0.4815,0.1481,0.3704,0.7342,-0.0178,-0.2370,0.0060,-0.0080,-0.0008,-0.0062,0.0113,0.0088,-0.0091,0.0096,-0.0074,-0.0042,0.1353,0.2368,0.0000
pg14740-7,0.0179,0.2062,0.0997,0.0971,0.0193,0.0237,0.0333,0.0692,0.0409,0.0004,0.0048,0.0107,0.0041,0.1184,-0.0156,0.0323,0.4000,0.2800,0.3200,0.7846,-0.0167,0.5686,0.0034,-0.0044,0.0000,-0.0074,-0.0054,0.0135,-0.0113,-0.0045,0.0134,0.0028,0.2557,0.2895,0.0000
pg36366-4,0.0266,0.3045,0.0837,0.0727,0.0301,0.0199,0.0342,0.0775,0.0386,0.0024,0.0077,0.0099,0.0142,0.1317,-0.0432,0.0438,0.5172,0.1379,0.3448,0.7192,-0.0775,-0.2431,-0.0089,-0.0078,-0.0094,0.0107,0.0069,0.0041,0.0018,-0.0088,0.0096,0.0019,0.3958,0.1316,0.0000
pg38470-4,0.0107,0.1823,0.1547,0.0805,0.0210,0.0236,0.0319,0.0534,0.0499,0.0009,0.0048,0.0118,0.0047,0.1028,-0.0600,0.0247,0.4444,0.1111,0.4444,0.7582,-0.0178,-0.2370,0.0060,-0.0080,-0.0008,-0.0062,0.0113,0.0088,-0.0091,0.0096,-0.0074,-0.0042,0.1237,0.2368,0.0000
pg14740-4,0.0149,0.1683,0.0595,0.0765,0.0227,0.0269,0.0336,0.0752,0.0372,0.0003,0.0046,0.0091,0.0022,0.1228,0.0426,0.0303,0.3600,0.2000,0.4400,0.7074,-0.0167,0.5686,0.0034,-0.0044,0.0000,-0.0074,-0.0054,0.0135,-0.0113,-0.0045,0.0134,0.0028,0.3043,0.3684,0.0000
pg36366-7,0.0287,0.2710,0.0984,0.0780,0.0257,0.0178,0.0305,0.0756,0.0435,0.0020,0.0093,0.0109,0.0133,0.1283,-0.0692,0.0506,0.5172,0.0690,0.4138,0.7579,-0.0775,-0.2431,-0.0089,-0.0078,-0.0094,0.0107,0.0069,0.0041,0.0018,-0.0088,0.0096,0.0019,0.4236,0.3158,0.0000
pg38470-7,0.0098,0.1923,0.1121,0.0869,0.0228,0.0272,0.0311,0.0544,0.0430,0.0038,0.0030,0.0098,0.0058,0.1021,-0.0197,0.0240,0.2963,0.1111,0.5926,0.7315,-0.0178,-0.2370,0.0060,-0.0080,-0.0008,-0.0062,0.0113,0.0088,-0.0091,0.0096,-0.0074,-0.0042,0.1161,0.3421,0.0000
pg14740-5,0.0117,0.1189,0.0786,0.0779,0.0163,0.0271,0.0366,0.0719,0.0360,0.0003,0.0065,0.0127,0.0030,0.1280,0.0515,0.0228,0.2800,0.2400,0.4800,0.6906,-0.0167,0.5686,0.0034,-0.0044,0.0000,-0.0074,-0.0054,0.0135,-0.0113,-0.0045,0.0134,0.0028,0.1975,0.1579,0.0000
pg36366-6,0.0323,0.2731,0.1807,0.0668,0.0273,0.0186,0.0333,0.0785,0.0397,0.0034,0.0070,0.0105,0.0069,0.1327,-0.0264,0.0483,0.5862,0.1034,0.3103,0.6966,-0.0775,-0.2431,-0.0089,-0.0078,-0.0094,0.0107,0.0069,0.0041,0.0018,-0.0088,0.0096,0.0019,0.4631,0.2368,0.0000
pg38470-6,0.0107,0.1943,0.1629,0.0807,0.0212,0.0271,0.0318,0.0511,0.0396,0.0040,0.0032,0.0088,0.0044,0.0989,0.0175,0.0205,0.3704,0.1852,0.4444,0.7092,-0.0178,-0.2370,0.0060,-0.0080,-0.0008,-0.0062,0.0113,0.0088,-0.0091,0.0096,-0.0074,-0.0042,0.1425,0.2895,0.0000
pg17559-2,0.0209,0.0857,0.1756,0.0966,0.0247,0.0311,0.0331,0.0620,0.0425,0.0043,0.0025,0.0143,0.0072,0.1162,-0.0484,0.0324,0.5116,0.1628,0.3256,0.7649,-0.1211,0.1061,-0.0014,0.0142,0.0142,-0.0028,-0.0037,-0.0076,-0.0099,-0.0033,0.0007,-0.0005,0.2123,0.1842,0.0000
pg31492-9,0.0287,0.1473,0.1654,0.0848,0.0204,0.0204,0.0291,0.0814,0.0442,0.0020,0.0046,0.0156,0.0119,0.1327,-0.0682,0.0617,0.4516,0.2581,0.2903,0.7674,-0.0018,0.2880,0.0124,-0.0077,-0.0074,0.0043,-0.0088,-0.0058,0.0054,0.0130,-0.0015,-0.0038,0.5192,0.3158,0.0000
pg38470-1,0.0140,0.1931,0.1332,0.0872,0.0262,0.0282,0.0300,0.0492,0.0486,0.0007,0.0042,0.0108,0.0051,0.0949,-0.0616,0.0310,0.3704,0.1111,0.5185,0.7500,-0.0178,-0.2370,0.0060,-0.0080,-0.0008,-0.0062,0.0113,0.0088,-0.0091,0.0096,-0.0074,-0.0042,0.2206,0.2368,0.0000
pg17559-1,0.0188,0.0125,0.2460,0.0882,0.0236,0.0314,0.0390,0.0599,0.0356,0.0039,0.0032,0.0142,0.0095,0.1202,-0.0277,0.0339,0.3953,0.1395,0.4651,0.7775,-0.1211,0.1061,-0.0014,0.0142,0.0142,-0.0028,-0.0037,-0.0076,-0.0099,-0.0033,0.0007,-0.0005,0.2599,0.3158,0.0000
pg38470-3,0.0100,0.1263,0.1998,0.0768,0.0253,0.0287,0.0306,0.0544,0.0438,0.0001,0.0057,0.0142,0.0036,0.1050,-0.0183,0.0235,0.3333,0.2222,0.4444,0.7366,-0.0178,-0.2370,0.0060,-0.0080,-0.0008,-0.0062,0.0113,0.0088,-0.0091,0.0096,-0.0074,-0.0042,0.1738,0.3158,0.0000
pg17559-3,0.0189,0.0815,0.1607,0.0923,0.0184,0.0284,0.0358,0.0639,0.0402,0.0045,0.0031,0.0160,0.0093,0.1234,-0.0449,0.0399,0.5814,0.1628,0.2558,0.7869,-0.1211,0.1061,-0.0014,0.0142,0.0142,-0.0028,-0.0037,-0.0076,-0.0099,-0.0033,0.0007,-0.0005,0.3318,0.3684,0.0000
pg38470-2,0.0136,0.1284,0.0712,0.0784,0.0213,0.0287,0.0326,0.0524,0.0432,0.0003,0.0031,0.0156,0.0042,0.1040,-0.0156,0.0288,0.2963,0.4074,0.2963,0.6955,-0.0178,-0.2370,0.0060,-0.0080,-0.0008,-0.0062,0.0113,0.0088,-0.0091,0.0096,-0.0074,-0.0042,0.2289,0.2368,0.0000
pg18817-7,0.0255,0.3618,0.0958,0.0706,0.0247,0.0233,0.0257,0.0414,0.0561,0.0001,0.0008,0.0122,0.0098,0.0803,-0.1157,0.0599,0.6047,0.0930,0.3023,0.7927,-0.0431,0.2605,0.0027,0.0057,-0.0109,-0.0094,0.0013,-0.0030,-0.0054,0.0112,0.0122,-0.0044,0.3897,0.2895,0.0000
pg31492-5,0.0267,0.1692,0.1964,0.0929,0.0247,0.0233,0.0287,0.0751,0.0410,0.0017,0.0063,0.0098,0.0116,0.1216,-0.0589,0.0639,0.4839,0.1290,0.3871,0.7758,-0.0018,0.2880,0.0124,-0.0077,-0.0074,0.0043,-0.0088,-0.0058,0.0054,0.0130,-0.0015,-0.0038,0.5629,0.3684,0.0000
pg31492-6,0.0273,0.1667,0.2202,0.0928,0.0212,0.0215,0.0288,0.0802,0.0413,0.0018,0.0042,0.0102,0.0128,0.1252,-0.0731,0.0652,0.4839,0.1935,0.3226,0.7713,-0.0018,0.2880,0.0124,-0.0077,-0.0074,0.0043,-0.0088,-0.0058,0.0054,0.0130,-0.0015,-0.0038,0.5325,0.3947,0.0000
pg18817-5,0.0275,0.3861,0.1485,0.0689,0.0220,0.0223,0.0262,0.0343,0.0626,0.0001,0.0009,0.0099,0.0076,0.0714,-0.1359,0.0555,0.6047,0.1395,0.2558,0.8131,-0.0431,0.2605,0.0027,0.0057,-0.0109,-0.0094,0.0013,-0.0030,-0.0054,0.0112,0.0122,-0.0044,0.3316,0.1842,0.0000
pg31492-7,0.0245,0.1574,0.2429,0.0929,0.0240,0.0219,0.0325,0.0827,0.0414,0.0018,0.0049,0.0116,0.0126,0.1335,-0.0616,0.0547,0.4000,0.2000,0.4000,0.7976,-0.0018,0.2880,0.0124,-0.0077,-0.0074,0.0043,-0.0088,-0.0058,0.0054,0.0130,-0.0015,-0.0038,0.4759,0.2105,0.0000
pg18817-6,0.0239,0.3520,0.0939,0.0616,0.0225,0.0248,0.0268,0.0364,0.0584,0.0000,0.0015,0.0127,0.0050,0.0774,-0.1104,0.0451,0.5349,0.1395,0.3256,0.7786,-0.0431,0.2605,0.0027,0.0057,-0.0109,-0.0094,0.0013,-0.0030,-0.0054,0.0112,0.0122,-0.0044,0.3001,0.2895,0.0000
pg31492-8,0.0226,0.1179,0.2319,0.0770,0.0222,0.0221,0.0255,0.0851,0.0389,0.0016,0.0041,0.0121,0.0131,0.1284,-0.0529,0.0516,0.4516,0.0968,0.4516,0.7649,-0.0018,0.2880,0.0124,-0.0077,-0.0074,0.0043,-0.0088,-0.0058,0.0054,0.0130,-0.0015,-0.0038,0.4560,0.2895,0.0000
pg31492-1,0.0235,0.1215,0.2780,0.0629,0.0227,0.0253,0.0314,0.0813,0.0369,0.0015,0.0056,0.0155,0.0072,0.1353,-0.0017,0.0501,0.2258,0.2581,0.5161,0.7289,-0.0018,0.2880,0.0124,-0.0077,-0.0074,0.0043,-0.0088,-0.0058,0.0054,0.0130,-0.0015,-0.0038,0.5246,0.2368,0.0000
pg31492-2,0.0223,0.1254,0.2802,0.0820,0.0304,0.0229,0.0256,0.0843,0.0396,0.0005,0.0041,0.0089,0.0107,0.1234,-0.0251,0.0530,0.4516,0.2581,0.2903,0.7411,-0.0018,0.2880,0.0124,-0.0077,-0.0074,0.0043,-0.0088,-0.0058,0.0054,0.0130,-0.0015,-0.0038,0.5150,0.1842,0.0000
pg19191-1,0.0255,0.2807,0.2367,0.0702,0.0274,0.0270,0.0293,0.0495,0.0402,0.0033,0.0046,0.0195,0.0047,0.1062,-0.0264,0.0510,0.5417,0.1250,0.3333,0.6806,-0.0694,0.2237,0.0123,0.0009,-0.0022,-0.0081,-0.0079,-0.0075,0.0055,0.0020,-0.0078,0.0127,0.3606,0.2368,0.0000
pg31492-3,0.0242,0.1240,0.2148,0.0902,0.0243,0.0228,0.0268,0.0779,0.0446,0.0018,0.0060,0.0099,0.0094,0.1224,-0.0551,0.0593,0.4333,0.1333,0.4333,0.7605,-0.0018,0.2880,0.0124,-0.0077,-0.0074,0.0043,-0.0088,-0.0058,0.0054,0.0130,-0.0015,-0.0038,0.5264,0.2632,0.0000
pg19191-2,0.0141,0.3895,0.2008,0.0647,0.0344,0.0259,0.0310,0.0532,0.0279,0.0042,0.0088,0.0155,0.0029,0.1127,0.1263,0.0255,0.5417,0.1250,0.3333,0.5806,-0.0694,0.2237,0.0123,0.0009,-0.0022,-0.0081,-0.0079,-0.0075,0.0055,0.0020,-0.0078,0.0127,0.2398,0.3158,0.0000
pg31492-4,0.0247,0.1969,0.2352,0.0820,0.0226,0.0240,0.0299,0.0811,0.0400,0.0016,0.0059,0.0076,0.0091,0.1261,-0.0366,0.0540,0.2903,0.2903,0.4194,0.7374,-0.0018,0.2880,0.0124,-0.0077,-0.0074,0.0043,-0.0088,-0.0058,0.0054,0.0130,-0.0015,-0.0038,0.4952,0.2632,0.0000
pg14740-2,0.0121,0.1078,0.0639,0.0792,0.0210,0.0306,0.0318,0.0754,0.0348,0.0004,0.0043,0.0064,0.0032,0.1183,0.0660,0.0281,0.2800,0.3600,0.3600,0.6788,-0.0167,0.5686,0.0034,-0.0044,0.0000,-0.0074,-0.0054,0.0135,-0.0113,-0.0045,0.0134,0.0028,0.2481,0.2895,0.0000
pg36366-1,0.0339,0.2635,0.0433,0.0655,0.0199,0.0197,0.0347,0.0749,0.0409,0.0042,0.0133,0.0095,0.0124,0.1366,-0.0578,0.0557,0.5172,0.1379,0.3448,0.7597,-0.0775,-0.2431,-0.0089,-0.0078,-0.0094,0.0107,0.0069,0.0041,0.0018,-0.0088,0.0096,0.0019,0.4757,0.1842,0.0000
pg14740-3,0.0100,0.1194,0.0446,0.0647,0.0182,0.0294,0.0323,0.0673,0.0323,0.0006,0.0077,0.0091,0.0021,0.1170,0.1126,0.0147,0.2400,0.4000,0.3600,0.6320,-0.0167,0.5686,0.0034,-0.0044,0.0000,-0.0074,-0.0054,0.0135,-0.0113,-0.0045,0.0134,0.0028,0.1307,0.1842,0.0000
pg36366-3,0.0268,0.3431,0.1314,0.0580,0.0242,0.0213,0.0343,0.0753,0.0383,0.0033,0.0075,0.0103,0.0115,0.1307,-0.0296,0.0384,0.4828,0.1724,0.3448,0.6720,-0.0775,-0.2431,-0.0089,-0.0078,-0.0094,0.0107,0.0069,0.0041,0.0018,-0.0088,0.0096,0.0019,0.3557,0.1842,0.0000
pg14740-1,0.0145,0.0775,0.0930,0.0787,0.0181,0.0255,0.0314,0.0671,0.0370,0.0004,0.0046,0.0090,0.0032,0.1125,0.0398,0.0348,0.3200,0.4000,0.2800,0.6864,-0.0167,0.5686,0.0034,-0.0044,0.0000,-0.0074,-0.0054,0.0135,-0.0113,-0.0045,0.0134,0.0028,0.3038,0.2632,0.0000
pg36366-2,0.0304,0.2296,0.1122,0.0705,0.0275,0.0199,0.0334,0.0777,0.0383,0.0036,0.0094,0.0102,0.0101,0.1343,-0.0328,0.0507,0.5517,0.1724,0.2759,0.7224,-0.0775,-0.2431,-0.0089,-0.0078,-0.0094,0.0107,0.0069,0.0041,0.0018,-0.0088,0.0096,0.0019,0.4834,0.2368,0.0000
pg1834-1,0.0173,0.3034,0.0908,0.0757,0.0212,0.0313,0.0302,0.0462,0.0511,0.0005,0.0022,0.0071,0.0034,0.0862,-0.0829,0.0274,0.4107,0.2321,0.3571,0.7412,-0.1589,-0.9238,-0.0057,-0.0112,-0.0091,0.0121,0.0061,0.0040,-0.0038,-0.0052,0.0125,0.0003,0.1634,0.2368,0.0000
pg1834-2,0.0216,0.3475,0.1163,0.0763,0.0231,0.0286,0.0303,0.0389,0.0528,0.0012,0.0006,0.0040,0.0037,0.0750,-0.0884,0.0416,0.4909,0.1818,0.3273,0.7534,-0.1589,-0.9238,-0.0057,-0.0112,-0.0091,0.0121,0.0061,0.0040,-0.0038,-0.0052,0.0125,0.0003,0.2596,0.2105,0.0000
pg19191-7,0.0139,0.2248,0.3432,0.0792,0.0289,0.0289,0.0324,0.0429,0.0283,0.0016,0.0095,0.0129,0.0062,0.0993,0.0816,0.0238,0.2500,0.3750,0.3750,0.6128,-0.0694,0.2237,0.0123,0.0009,-0.0022,-0.0081,-0.0079,-0.0075,0.0055,0.0020,-0.0078,0.0127,0.2095,0.1842,0.0000
pg39018-2,0.0196,0.2110,0.0800,0.0916,0.0297,0.0223,0.0354,0.0647,0.0409,0.0002,0.0037,0.0091,0.0028,0.1131,-0.0062,0.0297,0.3824,0.2941,0.3235,0.6737,-0.0694,-0.2058,0.0084,-0.0006,-0.0061,0.0137,-0.0084,-0.0097,0.0108,-0.0006,-0.0047,-0.0028,0.3072,0.4737,0.0000
pg19191-8,0.0158,0.2496,0.3301,0.0775,0.0355,0.0271,0.0328,0.0462,0.0288,0.0016,0.0045,0.0137,0.0049,0.0988,0.1074,0.0250,0.4167,0.1667,0.4167,0.5889,-0.0694,0.2237,0.0123,0.0009,-0.0022,-0.0081,-0.0079,-0.0075,0.0055,0.0020,-0.0078,0.0127,0.1910,0.1316,0.0000
pg39018-1,0.0215,0.1962,0.1132,0.0862,0.0295,0.0268,0.0364,0.0622,0.0431,0.0004,0.0050,0.0102,0.0078,0.1142,-0.0507,0.0305,0.5294,0.1471,0.3235,0.7253,-0.0694,-0.2058,0.0084,-0.0006,-0.0061,0.0137,-0.0084,-0.0097,0.0108,-0.0006,-0.0047,-0.0028,0.2712,0.3684,0.0000
pg19191-9,0.0112,0.3684,0.2449,0.0648,0.0340,0.0268,0.0365,0.0457,0.0240,0.0017,0.0089,0.0181,0.0055,0.1109,0.1828,0.0178,0.3750,0.1250,0.5000,0.5585,-0.0694,0.2237,0.0123,0.0009,-0.0022,-0.0081,-0.0079,-0.0075,0.0055,0.0020,-0.0078,0.0127,0.1830,0.1053,0.0000
pg19191-3,0.0148,0.3197,0.2171,0.0670,0.0334,0.0256,0.0263,0.0529,0.0288,0.0030,0.0066,0.0173,0.0040,0.1061,0.0923,0.0310,0.3750,0.2917,0.3333,0.6000,-0.0694,0.2237,0.0123,0.0009,-0.0022,-0.0081,-0.0079,-0.0075,0.0055,0.0020,-0.0078,0.0127,0.2908,0.2368,0.0000
pg19191-4,0.0125,0.2873,0.2503,0.0668,0.0303,0.0284,0.0318,0.0496,0.0264,0.0043,0.0083,0.0156,0.0057,0.1096,0.1393,0.0204,0.2917,0.2500,0.4583,0.5949,-0.0694,0.2237,0.0123,0.0009,-0.0022,-0.0081,-0.0079,-0.0075,0.0055,0.0020,-0.0078,0.0127,0.2162,0.2105,0.0000
pg19191-5,0.0148,0.2250,0.2583,0.0737,0.0312,0.0250,0.0267,0.0517,0.0266,0.0034,0.0056,0.0211,0.0088,0.1085,0.0748,0.0321,0.4583,0.1667,0.3750,0.6143,-0.0694,0.2237,0.0123,0.0009,-0.0022,-0.0081,-0.0079,-0.0075,0.0055,0.0020,-0.0078,0.0127,0.2977,0.1842,0.0000
pg19191-6,0.0228,0.2639,0.2365,0.0788,0.0307,0.0238,0.0273,0.0444,0.0350,0.0026,0.0055,0.0184,0.0081,0.0982,-0.0149,0.0458,0.5417,0.1250,0.3333,0.6765,-0.0694,0.2237,0.0123,0.0009,-0.0022,-0.0081,-0.0079,-0.0075,0.0055,0.0020,-0.0078,0.0127,0.3471,0.3158,0.0000
pg15670-5,0.0132,0.3691,0.0079,0.0650,0.0236,0.0254,0.0456,0.0486,0.0324,0.0006,0.0084,0.0021,0.0032,0.1053,0.0948,0.0158,0.1667,0.6667,0.1667,0.6544,-0.1337,-0.2530,-0.0083,-0.0046,-0.0083,-0.0006,0.0112,-0.0109,0.0079,0.0115,-0.0025,0.0046,0.1940,0.1053,0.0000
pg15670-6,0.0144,0.3795,0.0260,0.0598,0.0268,0.0250,0.0463,0.0456,0.0363,0.0006,0.0060,0.0014,0.0023,0.0998,0.0674,0.0139,0.3600,0.2400,0.4000,0.6876,-0.1337,-0.2530,-0.0083,-0.0046,-0.0083,-0.0006,0.0112,-0.0109,0.0079,0.0115,-0.0025,0.0046,0.1632,0.2632,0.0000
pg15670-3,0.0120,0.5102,0.0056,0.0646,0.0240,0.0225,0.0447,0.0410,0.0329,0.0003,0.0072,0.0018,0.0030,0.0950,0.0671,0.0133,0.4800,0.0000,0.5200,0.6568,-0.1337,-0.2530,-0.0083,-0.0046,-0.0083,-0.0006,0.0112,-0.0109,0.0079,0.0115,-0.0025,0.0046,0.1538,0.1316,0.0000
pg15670-4,0.0146,0.3404,0.0152,0.0740,0.0250,0.0209,0.0448,0.0450,0.0387,0.0007,0.0069,0.0007,0.0033,0.0981,0.0092,0.0219,0.2800,0.1200,0.6000,0.7455,-0.1337,-0.2530,-0.0083,-0.0046,-0.0083,-0.0006,0.0112,-0.0109,0.0079,0.0115,-0.0025,0.0046,0.2279,0.2632,0.0000
pg15670-1,0.0111,0.3651,0.0446,0.0541,0.0267,0.0247,0.0485,0.0508,0.0317,0.0001,0.0063,0.0024,0.0034,0.1081,0.1074,0.0135,0.3600,0.2800,0.3600,0.6688,-0.1337,-0.2530,-0.0083,-0.0046,-0.0083,-0.0006,0.0112,-0.0109,0.0079,0.0115,-0.0025,0.0046,0.1765,0.2105,0.0000
pg15670-2,0.0112,0.3737,0.0080,0.0613,0.0262,0.0248,0.0487,0.0475,0.0319,0.0006,0.0080,0.0019,0.0034,0.1067,0.0899,0.0154,0.2400,0.1600,0.6000,0.6720,-0.1337,-0.2530,-0.0083,-0.0046,-0.0083,-0.0006,0.0112,-0.0109,0.0079,0.0115,-0.0025,0.0046,0.1919,0.1579,0.0000
pg1849-10,0.0293,0.1949,0.1523,0.0981,0.0297,0.0215,0.0243,0.0570,0.0648,0.0002,0.0009,0.0053,0.0059,0.0877,-0.1336,0.0665,0.5854,0.1707,0.2439,0.7536,-0.0729,-0.3655,0.0014,-0.0102,-0.0061,-0.0007,0.0127,-0.0019,0.0022,0.0132,-0.0102,-0.0005,0.4444,0.3684,0.0000
pg15527-14,0.0136,0.3076,0.2975,0.0949,0.0231,0.0308,0.0313,0.0513,0.0450,0.0004,0.0065,0.0102,0.0047,0.0997,-0.0316,0.0236,0.4375,0.1563,0.4063,0.7628,0.0464,-0.1966,-0.0071,-0.0067,0.0143,0.0017,-0.0014,0.0111,-0.0083,0.0040,0.0024,-0.0101,0.1984,0.2632,0.0000
pg5400-8,0.0210,0.2913,0.0134,0.0776,0.0192,0.0277,0.0343,0.0666,0.0475,0.0005,0.0024,0.0058,0.0079,0.1096,-0.0687,0.0457,0.5185,0.1852,0.2963,0.7685,0.6897,0.2279,-0.0034,-0.0068,-0.0089,0.0102,0.0072,0.0085,-0.0068,-0.0080,0.0118,-0.0040,0.3896,0.3947,0.0000
pg15527-13,0.0175,0.1998,0.1516,0.0844,0.0152,0.0284,0.0361,0.0500,0.0473,0.0011,0.0036,0.0140,0.0052,0.1048,-0.0501,0.0310,0.2581,0.2903,0.4516,0.7793,0.0464,-0.1966,-0.0071,-0.0067,0.0143,0.0017,-0.0014,0.0111,-0.0083,0.0040,0.0024,-0.0101,0.2648,0.3421,0.0000
pg5400-7,0.0194,0.2555,0.0142,0.0678,0.0238,0.0314,0.0404,0.0665,0.0450,0.0008,0.0016,0.0062,0.0049,0.1155,-0.0426,0.0405,0.4815,0.1111,0.4074,0.7688,0.6897,0.2279,-0.0034,-0.0068,-0.0089,0.0102,0.0072,0.0085,-0.0068,-0.0080,0.0118,-0.0040,0.3719,0.5000,0.0000
pg15527-16,0.0199,0.2399,0.1894,0.1301,0.0183,0.0230,0.0290,0.0516,0.0548,0.0011,0.0029,0.0147,0.0107,0.0993,-0.1175,0.0381,0.4375,0.0938,0.4688,0.8479,0.0464,-0.1966,-0.0071,-0.0067,0.0143,0.0017,-0.0014,0.0111,-0.0083,0.0040,0.0024,-0.0101,0.2655,0.2895,0.0000
pg15527-15,0.0125,0.2573,0.2241,0.1083,0.0180,0.0270,0.0325,0.0448,0.0457,0.0018,0.0048,0.0118,0.0033,0.0957,-0.0316,0.0231,0.3438,0.2188,0.4375,0.7419,0.0464,-0.1966,-0.0071,-0.0067,0.0143,0.0017,-0.0014,0.0111,-0.0083,0.0040,0.0024,-0.0101,0.1886,0.1579,0.0000
pg5400-9,0.0155,0.3358,0.0074,0.0578,0.0229,0.0307,0.0403,0.0604,0.0471,0.0009,0.0027,0.0064,0.0034,0.1107,-0.0402,0.0216,0.5000,0.2308,0.2692,0.7682,0.6897,0.2279,-0.0034,-0.0068,-0.0089,0.0102,0.0072,0.0085,-0.0068,-0.0080,0.0118,-0.0040,0.2046,0.2895,0.0000
pg15527-17,0.0174,0.1834,0.1863,0.1170,0.0188,0.0243,0.0340,0.0477,0.0489,0.0026,0.0041,0.0125,0.0103,0.1010,-0.0857,0.0275,0.3438,0.2500,0.4063,0.8201,0.0464,-0.1966,-0.0071,-0.0067,0.0143,0.0017,-0.0014,0.0111,-0.0083,0.0040,0.0024,-0.0101,0.2166,0.3158,0.0000
pg15527-10,0.0160,0.2254,0.3205,0.0990,0.0252,0.0272,0.0311,0.0498,0.0471,0.0008,0.0044,0.0160,0.0085,0.1021,-0.0692,0.0304,0.5625,0.0938,0.3438,0.7907,0.0464,-0.1966,-0.0071,-0.0067,0.0143,0.0017,-0.0014,0.0111,-0.0083,0.0040,0.0024,-0.0101,0.2444,0.2632,0.0000
pg15527-12,0.0173,0.2567,0.2530,0.1136,0.0216,0.0259,0.0306,0.0504,0.0495,0.0006,0.0043,0.0101,0.0082,0.0960,-0.0793,0.0342,0.4375,0.1875,0.3750,0.7812,0.0464,-0.1966,-0.0071,-0.0067,0.0143,0.0017,-0.0014,0.0111,-0.0083,0.0040,0.0024,-0.0101,0.2542,0.3421,0.0000
pg15527-11,0.0195,0.2700,0.2307,0.1155,0.0245,0.0272,0.0278,0.0489,0.0506,0.0011,0.0035,0.0141,0.0105,0.0954,-0.0946,0.0343,0.3125,0.3750,0.3125,0.8288,0.0464,-0.1966,-0.0071,-0.0067,0.0143,0.0017,-0.0014,0.0111,-0.0083,0.0040,0.0024,-0.0101,0.2658,0.3158,0.0000
pg14420-16,0.0086,0.3128,0.1517,0.0781,0.0274,0.0224,0.0386,0.0737,0.0232,0.0006,0.0105,0.0044,0.0046,0.1278,0.2477,0.0213,0.2000,0.2667,0.5333,0.6340,0.1656,-0.0609,-0.0014,-0.0087,-0.0030,-0.0010,0.0028,-0.0078,-0.0116,0.0090,0.0132,0.0084,0.3114,0.1579,0.0000
pg14420-17,0.0077,0.3043,0.1091,0.0733,0.0312,0.0285,0.0358,0.0740,0.0254,0.0005,0.0084,0.0064,0.0024,0.1251,0.2368,0.0161,0.2667,0.0667,0.6667,0.5918,0.1656,-0.0609,-0.0014,-0.0087,-0.0030,-0.0010,0.0028,-0.0078,-0.0116,0.0090,0.0132,0.0084,0.2158,0.2105,0.0000
pg14420-14,0.0047,0.1939,0.2757,0.0748,0.0402,0.0285,0.0412,0.0763,0.0252,0.0014,0.0085,0.0025,0.0016,0.1299,0.2543,0.0055,0.2667,0.4000,0.3333,0.5261,0.1656,-0.0609,-0.0014,-0.0087,-0.0030,-0.0010,0.0028,-0.0078,-0.0116,0.0090,0.0132,0.0084,0.0185,0.0000,0.0000
pg14420-15,0.0045,0.3599,0.2197,0.0695,0.0411,0.0292,0.0379,0.0720,0.0216,0.0014,0.0101,0.0025,0.0010,0.1239,0.3758,0.0067,0.0667,0.5333,0.4000,0.4903,0.1656,-0.0609,-0.0014,-0.0087,-0.0030,-0.0010,0.0028,-0.0078,-0.0116,0.0090,0.0132,0.0084,0.0711,0.0789,0.0000
pg34628-9,0.0202,0.1498,0.1488,0.0776,0.0252,0.0218,0.0426,0.0655,0.0430,0.0011,0.0119,0.0040,0.0097,0.1251,-0.0546,0.0456,0.5806,0.1290,0.2903,0.7607,-0.0064,-0.2082,-0.0107,0.0013,-0.0051,-0.0098,0.0010,0.0137,0.0140,-0.0035,0.0008,-0.0016,0.3485,0.3947,0.0000
pg14420-18,0.0082,0.2193,0.2129,0.0807,0.0292,0.0255,0.0386,0.0754,0.0245,0.0008,0.0092,0.0047,0.0029,0.1287,0.2264,0.0188,0.2000,0.2667,0.5333,0.6221,0.1656,-0.0609,-0.0014,-0.0087,-0.0030,-0.0010,0.0028,-0.0078,-0.0116,0.0090,0.0132,0.0084,0.2544,0.2632,0.0000
